codigo_oc,nombre_oc,fecha_creacion,tipo,codigo_licitacion,estado,organismo_codigo,organismo_nombre,organismo_rut,comuna,region,proveedor_codigo,proveedor_nombre,proveedor_rut,proveedor_comuna,proveedor_region,item_correlativo,codigo_categoria,categoria,codigo_producto,producto,especificacion_comprador,cantidad,unidad,moneda,precio_neto_unitario,total_linea_derivado,total_item_reportado
1057461-436-SE24,"IC/GUANTE QUIRÚRGICO  6.0, 6.1/2,7.0, RECOLECTOR ORINA PEDIATRICO,GEL ULTRASONIDO 250 ML,	LIGADURA  MUESTRA DE SANGRE,APÓSITO TRANSPARENTE 8.5X11.5",2024-02-27T08:56:45.42,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,24141,MUNNICH PHARMA MEDICAL SPA,80.447.400-5,,,7,42201700,"Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Artículos para imágenes de ultrasonido, doppler y eco",42201708,Gelatinas médicas de ultrasonido o doppler o eco,GEL CONDUCTOR PARA ULTRASONIDO. FRASCO DE 250 ML DE GEL TRANSPARENTE CELESTE,25.0,,CLP,1541.0,38525.0,38525.0
1057461-436-SE24,"IC/GUANTE QUIRÚRGICO  6.0, 6.1/2,7.0, RECOLECTOR ORINA PEDIATRICO,GEL ULTRASONIDO 250 ML,	LIGADURA  MUESTRA DE SANGRE,APÓSITO TRANSPARENTE 8.5X11.5",2024-02-27T08:56:45.42,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,24141,MUNNICH PHARMA MEDICAL SPA,80.447.400-5,,,8,41104100,Equipamiento para laboratorios / Equipos e insumos para laboratorio / Contenedores para especímenes de laboratorio,41104109,Bolsas de recogida de unidades sanguíneas,"LIGADURA PARA TOMA DE MUESTRAS SANGUÍNEAS, SUAVE Y TEXTURIZA, LIBRE DE LÁTEX | REQUIERE ENVÍO DE MUESTRA.",200.0,,CLP,416.0,83200.0,83200.0
1057461-436-SE24,"IC/GUANTE QUIRÚRGICO  6.0, 6.1/2,7.0, RECOLECTOR ORINA PEDIATRICO,GEL ULTRASONIDO 250 ML,	LIGADURA  MUESTRA DE SANGRE,APÓSITO TRANSPARENTE 8.5X11.5",2024-02-27T08:56:45.42,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,24141,MUNNICH PHARMA MEDICAL SPA,80.447.400-5,,,9,42221800,Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Aparatos para posicionar agujas y catéteres intravenosos o arteriales,42221803,"Cintas, vendaje, correas o puños para posicionar e",APÓSITO TRANSPARENTE DE SUJECIÓN AVANZADO (CHG) PARA CATÉTER VENOSO CENTRAL CON ALMOHADILLA DE GEL DE CLOREXHIDINA DE LIBERACIÓN PROLONGADA 8.5 X 11.5 CM (EQUIVALENTE A 3M) | REQUIERE ENVÍO DE MUESTRA.,125.0,,CLP,5641.0,705125.0,705125.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,1,42272000,"Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Suministros de intubación",42272004,Estiletes de intubación,ESTILETE DE INTUBACIÓN ENDOTRAQUEAL 14 FR. ESTÉRIL Y LIBRE DE LÁTEX.,20.0,,CLP,1390.0,27800.0,27800.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,2,42261500,Equipamiento y suministros médicos / Equipo y suministros post mortem y funerarios / Suministros e instrumentos para disección patológica,42261505,Cuchillas y cuchillos para autopsia,"HOJA DE BISTURÍ N°15, ESTÉRIL.",500.0,,CLP,47.0,23500.0,23500.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,3,42271900,"Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos para el manejo de la vía aérea",42271901,Cánula faríngea para vía aérea,CÁNULA MAYO GUEDEL. TAMAÑO N°1 (60 MM). CUERPO Y BOQUILLA DE POLIETILENO DE BAJA DENSIDAD (LDPE). ESTÉRIL Y LIBRE DE LÁTEX.,20.0,,CLP,200.0,4000.0,4000.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,4,42142600,Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios,42142609,Jeringas médicas con aguja,	JERINGA DESECHABLE. LUER SLIP 20 CC GRADUADA CON AGUJA 21 G X 1/2” ESTÉRIL Y LIBRE DE LÁTEX,2000.0,,CLP,33.0,66000.0,66000.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,5,42293600,"Equipamiento y suministros médicos / Productos quirúrgicos / Bougies quirúrgicos, sondas, obturadores y productos relacionados",42293603,Sondas quirúrgicas,"SONDA FOLEY 100% SILICONADA DE 2 VÍAS, CALIBRE 20 FR CON BALÓN Y PUNTA REDONDEADA. ESTÉRIL Y LIBRE DE LÁTEX",50.0,,CLP,1240.0,62000.0,62000.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,6,42293600,"Equipamiento y suministros médicos / Productos quirúrgicos / Bougies quirúrgicos, sondas, obturadores y productos relacionados",42293603,Sondas quirúrgicas,"SONDA FOLEY 100% SILICONADA DE 2 VÍAS, CALIBRE 18 FR CON BALÓN Y PUNTA REDONDEADA. ESTÉRIL Y LIBRE DE LÁTEX.",50.0,,CLP,1240.0,62000.0,62000.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,7,42293600,"Equipamiento y suministros médicos / Productos quirúrgicos / Bougies quirúrgicos, sondas, obturadores y productos relacionados",42293603,Sondas quirúrgicas,"SONDA FOLEY 100% SILICONADA DE 2 VÍAS, CALIBRE 14 FR CON BALÓN Y PUNTA REDONDEADA. ESTÉRIL Y LIBRE DE LÁTEX",50.0,,CLP,1240.0,62000.0,62000.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,8,42293600,"Equipamiento y suministros médicos / Productos quirúrgicos / Bougies quirúrgicos, sondas, obturadores y productos relacionados",42293603,Sondas quirúrgicas,"	SONDA FOLEY LÁTEX SILICONADA DE 2 VÍAS, CALIBRE 22 FR CON BALÓN Y PUNTA REDONDEADA. ESTÉRIL.",50.0,,CLP,450.0,22500.0,22500.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,9,42293600,"Equipamiento y suministros médicos / Productos quirúrgicos / Bougies quirúrgicos, sondas, obturadores y productos relacionados",42293603,Sondas quirúrgicas,"	SONDA FOLEY LÁTEX SILICONADA DE 2 VIAS, CALIBRE 10 FR CON BALÓN Y PUNTA REDONDEADA. ESTÉRIL",60.0,,CLP,490.0,29400.0,29400.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,10,42293600,"Equipamiento y suministros médicos / Productos quirúrgicos / Bougies quirúrgicos, sondas, obturadores y productos relacionados",42293603,Sondas quirúrgicas,"	SONDA FOLEY LÁTEX SILICONADA DE 2 VÍAS, CALIBRE 8 FR CON BALÓN Y PUNTA REDONDEADA. ESTÉRIL",30.0,,CLP,490.0,14700.0,14700.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,11,42271700,"Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno",42271715,Conectores o tubos de oxígeno médico,TUBO ENDOTRAQUEAL SIN BALÓN N° 4.0 ESTÉRIL Y LIBRE DE LÁTEX.,50.0,,CLP,390.0,19500.0,19500.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,12,42271700,"Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno",42271715,Conectores o tubos de oxígeno médico,TUBO ENDOTRAQUEAL SIN BALÓN N° 2.5 ESTÉRIL Y LIBRE DE LÁTEX.,20.0,,CLP,390.0,7800.0,7800.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,13,42271900,"Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos para el manejo de la vía aérea",42271901,Cánula faríngea para vía aérea,CÁNULA MAYO GUEDEL. TAMAÑO N°2 (80 MM). CUERPO Y BOQUILLA DE POLIETILENO DE BAJA DENSIDAD (LDPE). ESTÉRIL Y LIBRE DE LÁTEX.,50.0,,CLP,200.0,10000.0,10000.0
1057461-437-SE24,"IC/ JERINGA DESECH. LUER 20 C, SONDAS FOLLEY LATEX Y SILICONADAS, TUBO ENDOTRAQUEAL SIN BALON 4.0/ 2,5, CANULA MAYO-GUEDEL 80 MM,/70MM, HOJA BISTURI ACERO 15/24,  ESTILETE DE INTUBACION Nº 14",2024-02-27T10:17:22.27,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,14,42261500,Equipamiento y suministros médicos / Equipo y suministros post mortem y funerarios / Suministros e instrumentos para disección patológica,42261505,Cuchillas y cuchillos para autopsia,"	HOJA DE BISTURÍ N°24, ESTÉRIL.",300.0,,CLP,47.0,14100.0,14100.0
1057461-438-SE24,"IC/SABANA CUBRE CAMILLA DESECHABLE, ESTILETE DE INTUBACIÓN ENDOTRAQUEAL 12 FR.",2024-02-27T11:58:23.413,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,45211,INMED DROGUERIA LTDA.,86.821.000-1,Renca,Región Metropolitana de Santiago,1,42132100,Equipamiento y suministros médicos / Vestuario clínico / Ropa de hospital,42132105,Sábanas de hospital,"SABANA DESECHABLE CUBRE CAMILLA, MATERIAL SMS, MEDIDAS 100 X 240 (EQUIVALENTE A SURGICALL).",400.0,,CLP,690.0,276000.0,276000.0
1057461-438-SE24,"IC/SABANA CUBRE CAMILLA DESECHABLE, ESTILETE DE INTUBACIÓN ENDOTRAQUEAL 12 FR.",2024-02-27T11:58:23.413,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,45211,INMED DROGUERIA LTDA.,86.821.000-1,Renca,Región Metropolitana de Santiago,2,42272000,"Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Suministros de intubación",42272004,Estiletes de intubación,ESTILETE DE INTUBACIÓN ENDOTRAQUEAL 12 FR. ESTÉRIL Y LIBRE DE LÁTEX,20.0,,CLP,2850.0,57000.0,57000.0
1057461-439-SE24,"IC/ SONDAS, SET DE SUCCIÓN TRAQUEAL",2024-02-27T12:16:43.56,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,39998,DROGUERIA HOFMANN SAC,92.288.000-k,Renca,Región Metropolitana de Santiago,1,42293600,"Equipamiento y suministros médicos / Productos quirúrgicos / Bougies quirúrgicos, sondas, obturadores y productos relacionados",42293603,Sondas quirúrgicas,"SONDA FOLEY LÁTEX SILICONADA DE 2 VÍAS, CALIBRE 18 FR CON BALÓN Y PUNTA REDONDEADA. ESTÉRIL.",60.0,,CLP,395.0,23700.0,23700.0
1057461-439-SE24,"IC/ SONDAS, SET DE SUCCIÓN TRAQUEAL",2024-02-27T12:16:43.56,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,39998,DROGUERIA HOFMANN SAC,92.288.000-k,Renca,Región Metropolitana de Santiago,2,42293600,"Equipamiento y suministros médicos / Productos quirúrgicos / Bougies quirúrgicos, sondas, obturadores y productos relacionados",42293603,Sondas quirúrgicas,"	SONDA NELATON CALIBRE 24 FR. PUNTA REDONDEADA Y DOS ORIFICIOS LATERALES. DESECHABLE, ESTÉRIL Y LIBRE DE LÁTEX",50.0,,CLP,108.0,5400.0,5400.0
1057461-439-SE24,"IC/ SONDAS, SET DE SUCCIÓN TRAQUEAL",2024-02-27T12:16:43.56,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,39998,DROGUERIA HOFMANN SAC,92.288.000-k,Renca,Región Metropolitana de Santiago,3,42293600,"Equipamiento y suministros médicos / Productos quirúrgicos / Bougies quirúrgicos, sondas, obturadores y productos relacionados",42293603,Sondas quirúrgicas,"SONDA FOLEY LÁTEX SILICONADA DE 2 VÍAS, CALIBRE 12 FR CON BALÓN Y PUNTA REDONDEADA. ESTÉRIL",30.0,,CLP,395.0,11850.0,11850.0
1057461-439-SE24,"IC/ SONDAS, SET DE SUCCIÓN TRAQUEAL",2024-02-27T12:16:43.56,SE,1057461-53-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,39998,DROGUERIA HOFMANN SAC,92.288.000-k,Renca,Región Metropolitana de Santiago,4,42171800,Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Productos médicos de urgencia para respiración artificial,42171804,Equipos de cricotirotomía o tubos traqueal de serv,KIT DE TOMA DE MUESTRA TRAQUEAL 10 ML,100.0,,CLP,1320.0,132000.0,132000.0
1057461-44-SE24,"ICA/ CORPITOL, APOSITO EST. 10X10, SOLICION LIMPIADORA, TUL EST. 5X5, 10X10, 10X12, URGOTUL 13X13",2024-01-08T15:23:21.913,SE,1057461-18-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,62749,SOC IMPORTADORA OPTIVISION LIMITADA,77.190.880-2,Las Condes,Región Metropolitana de Santiago,1,42311500,"Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados",42311510,Vendaje de espuma,"APÓSITO DE ESPUMA HIDROFÍLICA 13 X 13 CM, NEUTRA SUPERABSORBENTE CON TECNOLOGÍA LÍPIDOCOLOIDE Y BORDE DE SILICONA REPOSICIONABLE. (EQUIVALENTE A URGOTUL ABSORB BORDER)",150.0,,CLP,4951.0,742650.0,742650.0
1057461-44-SE24,"ICA/ CORPITOL, APOSITO EST. 10X10, SOLICION LIMPIADORA, TUL EST. 5X5, 10X10, 10X12, URGOTUL 13X13",2024-01-08T15:23:21.913,SE,1057461-18-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,62749,SOC IMPORTADORA OPTIVISION LIMITADA,77.190.880-2,Las Condes,Región Metropolitana de Santiago,2,42311500,"Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados",42311515,Vendajes hidrocoloides,APÓSITO HIDROCOLOIDE 10 X 10 CM. (EQUIVALENTE A ALGOPLAQUE),64.0,,CLP,1498.0,95872.0,95872.0
1057461-44-SE24,"ICA/ CORPITOL, APOSITO EST. 10X10, SOLICION LIMPIADORA, TUL EST. 5X5, 10X10, 10X12, URGOTUL 13X13",2024-01-08T15:23:21.913,SE,1057461-18-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,62749,SOC IMPORTADORA OPTIVISION LIMITADA,77.190.880-2,Las Condes,Región Metropolitana de Santiago,3,42312300,Equipamiento y suministros médicos / Productos para el cuidado de heridas / Productos para la limpieza de heridas y desbridamiento,42312313,Soluciones para la limpieza de heridas,SOLUCIÓN PARA EL LAVADO Y DESCONTAMINACIÓN DE HERIDAS 118 ML/ 350 ML. (EQUIVALENTE A PRONTOSAN O VASHE),144.0,,CLP,11294.0,1626336.0,1626336.0
1057461-44-SE24,"ICA/ CORPITOL, APOSITO EST. 10X10, SOLICION LIMPIADORA, TUL EST. 5X5, 10X10, 10X12, URGOTUL 13X13",2024-01-08T15:23:21.913,SE,1057461-18-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,62749,SOC IMPORTADORA OPTIVISION LIMITADA,77.190.880-2,Las Condes,Región Metropolitana de Santiago,4,42311500,"Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados",42311505,Vendas o vendajes para uso general,APÓSITO TUL LÍPIDOCOLOIDE DE POLIÉSTER 5 X 5 CM. (EQUIVALENTE A URGOTUL),240.0,,CLP,1461.0,350640.0,350640.0
1057461-44-SE24,"ICA/ CORPITOL, APOSITO EST. 10X10, SOLICION LIMPIADORA, TUL EST. 5X5, 10X10, 10X12, URGOTUL 13X13",2024-01-08T15:23:21.913,SE,1057461-18-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,62749,SOC IMPORTADORA OPTIVISION LIMITADA,77.190.880-2,Las Condes,Región Metropolitana de Santiago,5,42311500,"Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados",42311505,Vendas o vendajes para uso general,APÓSITO LÍPIDOCOLOIDE DE POLIÉSTER 10 X 10 CM. (EQUIVALENTE A URGOTUL),300.0,,CLP,2281.0,684300.0,684300.0
1057461-44-SE24,"ICA/ CORPITOL, APOSITO EST. 10X10, SOLICION LIMPIADORA, TUL EST. 5X5, 10X10, 10X12, URGOTUL 13X13",2024-01-08T15:23:21.913,SE,1057461-18-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,62749,SOC IMPORTADORA OPTIVISION LIMITADA,77.190.880-2,Las Condes,Región Metropolitana de Santiago,6,42311500,"Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados",42311505,Vendas o vendajes para uso general,APÓSITO TUL LIPÍDOCOLOIDE DE POLIÉSTER CON PLATA 10 X 12 CM. (EQUIVALENTE A URGOTUL AG/SILVER),240.0,,CLP,4490.0,1077600.0,1077600.0
1057461-44-SE24,"ICA/ CORPITOL, APOSITO EST. 10X10, SOLICION LIMPIADORA, TUL EST. 5X5, 10X10, 10X12, URGOTUL 13X13",2024-01-08T15:23:21.913,SE,1057461-18-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,62749,SOC IMPORTADORA OPTIVISION LIMITADA,77.190.880-2,Las Condes,Región Metropolitana de Santiago,7,51212300,Medicamentos y productos farmacéuticos / Medicamentos varios / Radiofármacos y agentes de diagnóstico,51212302,Aceite etiodado,ACEITE DE ÁCIDOS GRASOS ESENCIALES HIPEROXIGENADOS DE USO TÓPICO SPRAY 20 ML. (EQUIVALENTE A CORPITOL),50.0,,CLP,8000.0,400000.0,400000.0
1057461-44-SE24,"ICA/ CORPITOL, APOSITO EST. 10X10, SOLICION LIMPIADORA, TUL EST. 5X5, 10X10, 10X12, URGOTUL 13X13",2024-01-08T15:23:21.913,SE,1057461-18-LE23,Recepción Conforme,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,61.606.913-6,Cauquenes,Región del Maule ,62749,SOC IMPORTADORA OPTIVISION LIMITADA,77.190.880-2,Las Condes,Región Metropolitana de Santiago,8,42311500,"Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados",42311506,Vendas o apósitos compresores,"SISTEMA DE VENDAJE COMPRESIVO MULTICOMPONENTE CON 2 CAPAS, 1 DE TRACCIÓN CORTA (KTECH) Y 1 LARGA (KPRESS), MÁS SISTEMA DE MEDICIÓN DE PRESIÓN. TALLA 1 (CIRCUNFERENCIA DE TOBILLO 18-25 CM). (EQUIVALENTE A KIT URGO K2)",60.0,,CLP,15227.0,913620.0,913620.0
